Gene,log2_FoldChange,minus_log10_pvalue
C1orf114,0.09084,0.133535434
SLC19A2,-0.006766,0.009616741
F5,0.2521,0.283829652
SELP,0.1414,0.14411757
SELL,0.1505,0.158202701
METTL18,0.1722,0.277283833
C1orf112,-0.253,0.443094731
SCYL3,0.05919,0.091514981
KIFAP3,0.08514,0.21445663
METTL11B,0.1335,0.134896025
GORAB,-0.2195,0.436637591
FMO1,-0.3054,0.363211311
FMO4,-0.2636,0.310158591
TOP1P1,0.1023,0.272702797
PRRC2C,-0.1852,0.266481749
VAMP4,0.158,0.55129368
METTL13,0.06138,0.165070904
DNM3,0.391,0.695294102
PIGC,0.1301,0.372429336
C1orf9,0.06332,0.108908774
TNFSF4,-0.1061,0.12285911
LOC100506023,-0.03766,0.042632192
SLC9A11,-0.4035,0.523748204
ANKRD45,-0.07469,0.072937757
KLHL20,0.006644,0.014124643
DARS2,0.02562,0.027473182
LOC100506046,0.2323,0.384576047
GAS5,-0.289,0.409715596
SNORD81,-0.4296,0.676541633
SNORD47,-0.5258,0.796151536
SNORD80,-0.2518,0.35753548
SNORD44,-0.4192,0.557520231
SNORD76,-0.3958,0.523313257
SNORD74,-0.1995,0.26816958
RABGAP1L,0.04637,0.049245818
CACYBP,-0.04003,0.064190546
MRPS14,0.01704,0.042057665
KIAA0040,-0.08978,0.097127215
TNR,-0.1567,0.166916666
RFWD2,0.08139,0.166852888
PAPPA2,0.09524,0.093395628
ASTN1,0.2662,0.633017024
FAM5B,0.4004,0.612610174
LOC730102,-0.3145,0.384155117
LOC100302401,-0.04419,0.047110735
RASAL2,0.07834,0.152797636
C1orf220,0.1484,0.161528721
RALGPS2,0.1285,0.497299825
ANGPTL1,-0.2475,0.278271801
FAM20B,-0.08598,0.373044049
TOR3A,-0.03784,0.044504671
ABL2,0.03838,0.055467979
SOAT1,-0.1259,0.244430019
AXDND1,-0.3359,0.417709317
FAM163A,-0.1389,0.141402655
TOR1AIP2,-0.0543,0.110978578
TOR1AIP1,-0.04273,0.062933688
CEP350,0.06332,0.143512787
FLJ23867,-0.01898,0.023008455
LOC100527964,-0.1643,0.22475374
ACBD6,-0.009319,0.019042684
XPR1,0.1543,0.322210609
KIAA1614,-0.4577,0.873219423
STX6,0.07887,0.226872076
MR1,-0.3906,0.536554968
IER5,-0.07473,0.117646254
CACNA1E,0.4475,0.733298033
ZNF648,0.07837,0.076445142
GLUL,-0.1881,0.399789694
RGS16,0.5196,0.879097182
LOC284648,0.07759,0.079615758
NPL,-0.2016,0.252044693
DHX9,-0.02228,0.040576978
NMNAT2,0.4008,0.946153573
DKFZP564C196,0.07548,0.091622228
SMG7,0.02657,0.062381821
ARPC5,0.05867,0.114808459
GLT25D2,0.09525,0.101329657
TSEN15,-0.108,0.213816654
C1orf21,0.1557,0.331427731
EDEM3,0.06076,0.173730781
RNF2,0.02556,0.044216071
TRMT1L,-0.0461,0.097833871
SWT1,0.1293,0.289882635
IVNS1ABP,0.02512,0.045082446
PRG4,-0.2916,0.339988779
TPR,-0.1773,0.553462833
OCLM,-0.2838,0.330590133
PDC,-0.2332,0.27335428
PLA2G4A,-0.2318,0.263683192
FAM5C,0.3744,0.615288257
RGS2,-0.03157,0.036968125
UCHL5,0.2617,0.795880017
TROVE2,0.02638,0.055566682
GLRX2,0.00814,0.010105436
CDC73,-0.07278,0.122455892
B3GALT2,0.3138,0.405055263
KCNT2,-0.1555,0.302421966
CFH,-0.5372,0.783306401
ZBTB41,0.07472,0.179404503
CRB1,0.3576,0.657972312
DENND1B,-0.2412,0.493630283
C1orf53,-0.5724,0.953114809
NEK7,-0.2666,0.87095494
LOC100131234,-0.3769,0.4867824
NR5A2,-0.2405,0.282163133
ZNF281,0.07428,0.223298816
DDX59,-0.195,0.529736553
C1orf106,-0.2456,0.45259454
KIF21B,0.4036,0.793443956
CACNA1S,-0.2965,0.351639989
TMEM9,-0.08585,0.151441428
PHLDA3,-0.167,0.208449695
CSRP1,-0.197,0.277283833
RPS10P7,-0.1374,0.158077688
NAV1,0.1896,0.387852162
IPO9,0.1183,0.233289793
SHISA4,0.1371,0.216024997
TIMM17A,0.009649,0.024522237
RNPEP,-0.2052,0.57741016
ELF3,-0.0295,0.031050319
GPR37L1,0.1247,0.126388803
ARL8A,0.2269,0.772113295
PTPRVP,-0.09968,0.105628546
LGR6,-0.3343,0.45432185
UBE2T,-0.2645,0.566070234
SYT2,0.3314,0.42136079
KDM5B,-0.04381,0.100015437
KDM5B-AS1,-0.08533,0.1103622
LOC641515,-0.1794,0.189162849
LOC148709,0.2676,0.356054087
RABIF,0.1794,0.346594509
KLHL12,0.1343,0.40793433
ADIPOR1,-0.01156,0.030164907
CYB5R1,0.05057,0.097997109
TMEM183A,0.05205,0.109076229
PPFIA4,0.1655,0.223298816
MYOG,-0.509,0.7490923
ADORA1,-0.3691,0.541664374
CHI3L1,-0.5578,0.931443105
CHIT1,-0.4145,0.53670439
BTG2,-0.05435,0.067069857
ATP2B4,-0.05766,0.070121476
SNORA77,0.05104,0.061230177
LINC00260,-0.1167,0.117475462
ZC3H11A,-0.02078,0.040052784
ZBED6,-0.2647,0.31264943
SNRPE,-0.05077,0.0918368
SOX13,-0.05145,0.055517328
ETNK2,0.03639,0.048954052
GOLT1A,0.2499,0.284748971
PLEKHA6,0.0681,0.08980263
PPP1R15B,0.04366,0.051635944
PIK3C2B,0.2444,0.443215218
MDM4,-0.2376,0.32330639
NFASC,0.3667,0.537302592
CNTN2,0.09547,0.102812923
RBBP5,0.06106,0.169283051
TMCC2,0.3275,0.771599641
NUAK2,0.01404,0.022688027
LOC284576,0.1671,0.175418624
CDK18,-0.2121,0.266883019
LOC284578,-0.005231,0.004715892
MFSD4,0.3177,0.728855682
ELK4,-0.3571,0.521289244
SLC45A3,0.0606,0.070121476
NUCKS1,-0.113,0.368353337
SLC41A1,-0.04938,0.114978205
LOC284581,0.1634,0.198870812
SLC26A9,0.4206,0.573001041
FAM72A,-0.4053,0.521289244
SRGAP2,-0.006922,0.012467797
IKBKE,-0.454,0.608888386
RASSF5,-0.3345,0.438540829
DYRK3,0.2611,0.644931794
MAPKAPK2,0.06355,0.270349332
C1orf116,-0.04103,0.037820147
YOD1,-0.06722,0.068796475
PFKFB2,-0.2082,0.472498989
CD46,-0.1173,0.16475346
PLXNA2,0.0145,0.01623844
LAMB3,0.4107,0.634699251
G0S2,-0.1692,0.208800754
TRAF3IP3,-0.152,0.168706256
C1orf74,0.07813,0.084020086
IRF6,-0.07764,0.0839147
DIEXF,0.1711,0.674279142
SYT14,0.2469,0.794795636
SERTAD4,-0.4131,0.650528201
LINC00467,-0.1146,0.18032448
RD3,0.2822,0.382265965
LPGAT1,0.1123,0.370794343
INTS7,0.1233,0.381638069
DTL,-0.3374,0.454940415
PPP2R5A,-0.2914,0.895512889
TMEM206,-0.02836,0.062682752
NENF,-0.4958,0.950007143
BATF3,-0.05013,0.047498152
NSL1,-0.04977,0.151318346
TATDN3,0.2089,0.528268349
C1orf227,-0.05455,0.051489231
FLVCR1-AS1,-0.145,0.155647104
FLVCR1,-0.1174,0.201971207
VASH2,0.07595,0.087831104
ANGEL2,0.01976,0.060131456
RPS6KC1,0.1561,0.324404944
PROX1-AS1,0.3979,0.680893941
LINC00538,0.426,0.559878397
PROX1,0.07435,0.089375595
SMYD2,-0.3452,0.660548559
KCTD3,-0.1356,0.259400487
USH2A,0.2268,0.249645911
GPATCH2,0.1045,0.319392571
SPATA17,0.1432,0.167363372
RRP15,0.1144,0.166597871
LOC728463,0.1165,0.124013229
TGFB2,0.235,0.314168725
LOC643723,0.3265,0.400772137
LYPLAL1,0.06877,0.109243748
SLC30A10,0.114,0.120388093
EPRS,-0.09549,0.254222782
IARS2,0.009981,0.014483712
RAB3GAP2,-0.06806,0.145693958
AURKAPS1,0.2371,0.29981567
MARK1,0.1406,0.767512134
Mar-01,-0.1923,0.355856949
HHIPL2,0.2328,0.259874263
TAF1A,0.1254,0.369368756
MIA3,0.01788,0.043879614
BROX,0.04828,0.081655071
DISP1,-0.2241,0.391580949
TLR5,-0.1956,0.240483241
SUSD4,0.1933,0.294906389
FBXO28,0.0807,0.182963774
DEGS1,-0.1255,0.192194468
NVL,0.09242,0.212397854
CNIH4,-0.16,0.369979149
WDR26,0.04026,0.08375667
DNAH14,-0.05755,0.108629825
LBR,-0.1181,0.236871623
ENAH,-0.124,0.511731385
SRP9,0.1704,0.480828536
LEFTY1,-0.01115,0.010906307
PYCR2,0.06615,0.109411332
C1orf55,-0.0359,0.10812817
ACBD3,-0.1172,0.185819019
LIN9,-0.1333,0.256568635
PARP1,-0.1523,0.341320971
C1orf95,0.1738,0.194363234
ITPKB,-0.04189,0.074481642
PSEN2,-0.243,0.384155117
CDC42BPA,-0.01724,0.03461013
ZNF678,-0.07012,0.10380459
LOC100130093,-0.03677,0.040576978
JMJD4,0.04706,0.048905443
SNAP47,0.1242,0.682981899
WNT9A,0.1421,0.153353671
WNT3A,-0.1479,0.164309429
ARF1,-0.1388,0.193209728
C1orf35,0.05708,0.146484303
MRPL55,0.1558,0.525638024
GUK1,-0.006603,0.012736046
GJC2,0.1062,0.113170995
IBA57,-0.07906,0.234033575
OBSCN,0.2529,0.372634143
TRIM11,-0.1198,0.243744351
TRIM17,-0.3023,0.45655282
RNF187,-0.1124,0.351835221
RHOU,0.07838,0.135963817
DUSP5P,0.3542,0.508778424
SPHAR,-0.01676,0.019723859
C1orf96,-0.04375,0.069764347
NUP133,-0.007848,0.018679827
ABCB10,0.09477,0.162032982
TAF5L,0.1078,0.365119859
URB2,0.1673,0.317493914
GALNT2,-0.004669,0.009483556
PGBD5,0.4322,0.714667772
COG2,0.207,0.45038376
AGT,-0.04681,0.05173378
CAPN9,0.2443,0.2892059
ARV1,0.1834,0.61852391
FAM89A,-0.4538,0.834755674
TRIM67,0.3247,0.427476902
C1orf131,-0.0186,0.037535954
GNPAT,-0.07693,0.158202701
EXOC8,0.2137,0.894149326
C1orf124,0.1061,0.169668007
EGLN1,-0.03709,0.054826954
TSNAX,0.03494,0.049148541
KIAA1383,0.2172,0.23694656
NTPCR,-0.1225,0.33761998
PCNXL2,-0.07816,0.147825096
KIAA1804,-0.2706,0.417255034
KCNK1,-0.2789,0.378408324
SLC35F3,-0.1884,0.227678293
C1orf31,-0.04954,0.107738393
TARBP1,-0.1813,0.222355722
LOC100506795,0.4079,0.525492361
IRF2BP2,0.01588,0.018407883
LOC100506810,-0.01114,0.012378418
TOMM20,-0.1097,0.145815456
RBM34,-0.008434,0.018725167
ARID4B,-0.07413,0.240181123
GGPS1,0.2184,0.967381239
GNG4,0.19,0.332827328
LYST,0.2146,0.386898483
GPR137B,-0.1942,0.460296761
ERO1LB,0.1047,0.192803339
LGALS8,0.1609,0.215882184
HEATR1,-0.1034,0.392437757
ACTN2,-0.3222,0.448306085
MTR,-0.2116,0.48148606
RYR2,0.2909,0.498529928
LOC100130331,-0.4155,0.85886391
LOC339535,0.2498,0.34930402
CHRM3,0.4187,0.606775884
FMN2,0.2563,0.522444668
GREM2,0.3104,0.585695312
RGS7,0.5355,0.921180817
FH,-0.1095,0.277777536
KMO,-0.3421,0.42044504
OPN3,-0.08594,0.157890237
CHML,-0.03458,0.061880731
WDR64,0.03082,0.028492218
EXO1,-0.2799,0.338944915
PLD5,-0.4551,0.624702262
CEP170,0.264,0.659754238
SDCCAG8,-0.1903,0.619426997
LOC339529,-0.2149,0.238072162
ZNF238,-0.07083,0.157265981
ADSS,0.01957,0.042296958
C1orf101,0.2511,0.304781081
COX20,0.158,0.446238302
HNRNPU,-0.04253,0.069917367
EFCAB2,-0.02254,0.054925512
KIF26B,-0.134,0.224608028
SMYD3,-0.2342,0.653255945
TFB2M,0.08463,0.16627931
CNST,0.2636,0.52651303
SCCPDH,-0.05935,0.165007396
LOC149134,-0.2496,0.331055266
AHCTF1,-0.06813,0.229442525
ZNF695,-0.1623,0.235524973
ZNF670,0.1684,0.367036832
ZNF669,0.2427,0.940058112
C1orf229,0.2326,0.388701638
MIR3916,-0.5519,0.809108283
NLRP3,0.05746,0.053793446
TRIM58,0.2283,0.255315937
OR2L13,-0.1236,0.139362583
OR2L2,-0.2074,0.366733589
ZNF672,0.1867,0.572351629
ZNF692,-0.1618,0.18428946
TUBB8,0.1013,0.10662667
ZMYND11,0.03674,0.063285242
DIP2C,0.1696,0.534171185
C10orf108,-0.1953,0.219826756
LARP4B,0.03208,0.119186408
GTPBP4,0.06067,0.209222399
IDI2,0.3013,0.494578672
IDI1,-0.08144,0.101768615
ADARB2,-0.01447,0.016960384
PFKP,0.1713,0.240256632
PITRM1,0.0328,0.058786812
AKR1C1,0.219,0.433444669
AKR1C2,0.315,0.682563503
ASB13,-0.03078,0.032545632
FAM208B,0.07006,0.19368433
GDI2,-0.2459,0.552221991
ANKRD16,0.1679,0.593289541
RBM17,-0.08362,0.41408829
PFKFB3,-0.1102,0.117247844
LOC399715,-0.2956,0.408267761
PRKCQ,0.182,0.213177621
LOC439949,0.3584,0.526075307
SFMBT2,0.1286,0.195996945
ITIH5,-0.2508,0.285000033
ITIH2,-0.503,0.700274846
KIN,0.07217,0.1397219
ATP5C1,-0.08453,0.174963559
TAF3,0.1042,0.280006174
GATA3,-0.1092,0.107682739
CELF2,-0.06437,0.087406002
USP6NL,-0.08268,0.152921138
ECHDC3,0.04222,0.039671949
C10orf47,-0.146,0.233066906
LOC219731,0.1771,0.190574971
UPF2,-0.06081,0.126912014
DHTKD1,-0.07655,0.231509895
SEC61A2,0.1254,0.317133204
NUDT5,-0.1033,0.143029567
CDC123,0.0346,0.077067043
CAMK1D,0.04354,0.084336396
LOC283070,0.1171,0.23935138
CCDC3,-0.2124,0.292600169
OPTN,-0.03336,0.059085262
MCM10,-0.2801,0.334512819
PHYH,-0.1741,0.552067134
SEPHS1,-0.0163,0.029699625
BEND7,-0.1248,0.239502125
PRPF18,0.08351,0.300769497
FRMD4A,0.1418,0.739451627
FAM107B,0.1676,0.300162274
CDNF,0.1366,0.151626116
HSPA14,0.09065,0.212893907
SUV39H2,0.03192,0.071962794
DCLRE1C,-0.1833,0.474307475
MEIG1,0.5515,0.92226882
ACBD7,-0.187,0.373967752
C10orf111,-0.0251,0.024476287
RPP38,0.3231,0.542269452
NMT2,-0.1704,0.56050941
FAM171A1,0.01319,0.035174882
ITGA8,-0.3194,0.381847267
FAM188A,0.07899,0.143391932
PTER,0.4871,0.672845488
C1QL3,0.5523,0.818156412
RSU1,-0.3018,0.567511744
CUBN,0.1488,0.42400438
TRDMT1,-0.1705,0.238598443
ST8SIA6,-0.5656,0.863596552
PTPLA,-0.2397,0.37788964
SLC39A12,-0.2124,0.237997031
CACNB2,-0.1132,0.146423456
NSUN6,-0.05704,0.061780582
ARL5B,0.01469,0.027056992
NEBL,-0.1091,0.194363234
LOC100128511,0.1567,0.163549286
C10orf114,-0.02762,0.031330298
C10orf140,0.2286,0.437469231
MLLT10,-0.09102,0.156829535
LOC100130992,-0.2906,0.33847126
COMMD3,0.2105,0.503347061
BMI1,0.3159,0.698970004
SPAG6,0.341,0.419531216
LOC100499489,0.3025,0.447940466
PIP4K2A,-0.1439,0.195451692
ARMC3,0.4322,0.573326112
MSRB2,-0.01983,0.052909536
PTF1A,0.4863,0.720789487
C10orf67,-0.02225,0.02017857
ARHGAP21,0.1874,0.340559218
PRTFDC1,0.1113,0.131179294
ENKUR,0.005344,0.004759798
GPR158,0.2731,0.444663672
MYO3A,0.185,0.268572413
PDSS1,0.0674,0.154158093
ABI1,-0.082,0.236272596
LINC00202,0.1366,0.143633676
ANKRD26,0.0276,0.074894273
YME1L1,-0.1092,0.379968105
MASTL,-0.05569,0.080451241
ACBD5,0.02225,0.074636333
LOC387646,0.3534,0.563996464
RAB18,0.1982,0.357139947
ARMC4,0.09114,0.093072653
MPP7,-0.2753,0.625801742
LOC220906,0.03846,0.043399412
WAC,-0.0523,0.194839098
BAMBI,-0.3635,0.787812396
LOC387647,0.1956,0.235898624
MTPAP,-0.03795,0.058240186
LOC729668,-0.05128,0.048079926
MAP3K8,-0.1846,0.332360294
ZNF438,-0.02303,0.038768803
ZEB1-AS1,0.1907,0.422278475
ZEB1,-0.1046,0.221197796
ARHGAP12,0.1381,0.440093375
KIF5B,0.009824,0.024292536
CCDC7,-0.04377,0.043927663
NRP1,0.1416,0.210842508
CUL2,0.1329,0.503485481
CREM,-0.1063,0.247337057
CCNY,-0.03607,0.077430231
FZD8,-0.4464,0.620694482
ANKRD30A,-0.157,0.213106675
ZNF248,-0.1215,0.125866221
ZNF33A,0.1712,0.704872915
ZNF37A,0.1506,0.174573882
LOC100129055,-0.08292,0.079824478
HSD17B7P2,0.3022,0.356547324
LOC399744,0.1814,0.211548793
LOC441666,-0.555,0.897566294
ZNF37BP,-0.1172,0.151256818
ZNF33B,-0.00675,0.008685302
BMS1,0.06477,0.159580222
RET,0.3117,0.376130732
CSGALNACT2,-0.2433,0.551448261
RASGEF1A,-0.02106,0.021728158
HNRNPF,-0.1105,0.258612008
ZNF487P,-0.005183,0.004803708
ZNF239,0.1294,0.133417323
ZNF485,0.04423,0.050366076
ZNF32,-0.003598,0.00665196
HNRNPA3P1,-0.0102,0.009172949
RASSF4,0.07571,0.124013229
C10orf10,-0.3152,0.618343517
C10orf25,0.4466,0.747632486
ZNF22,0.1529,0.340368988
OR13A1,-0.1426,0.148741651
ALOX5,-0.5544,0.802995272
Mar-08,-0.05354,0.078573659
ZFAND4,0.01422,0.022230682
FAM21C,-0.02777,0.035080706
AGAP4,-0.01654,0.01596802
SYT15,-0.1028,0.118786584
GPRIN2,0.1689,0.188827305
PPYR1,0.154,0.180587689
LOC643650,-0.1483,0.175678875
LOC728643,-0.1801,0.195792395
FAM21B,0.1855,0.274660184
ZNF488,-0.24,0.376234
GDF10,-0.431,0.57626275
LOC399753,-0.4962,0.838631998
FRMPD2,0.2182,0.245651664
MAPK8,0.1517,0.247183569
ARHGAP22,-0.1921,0.217814134
WDFY4,0.08891,0.085974348
LRRC18,0.2387,0.282579163
VSTM4,-0.1389,0.147886139
C10orf128,0.5018,0.719877104
DRGX,-0.09588,0.098868749
ERCC6,0.08177,0.170696227
PGBD3,0.104,0.128660619
CHAT,0.1199,0.119872678
SLC18A3,-0.07826,0.077015184
OGDHL,-0.1165,0.147520006
AGAP8,0.3629,0.463820468
NCOA4,-0.02804,0.054974799
TIMM23,0.1616,0.361710465
AGAP6,-0.1044,0.111483539
FLJ31813,-0.1585,0.1640559
FAM21A,-0.1122,0.151687696
SGMS1,-0.04576,0.09772508
ASAH2B,0.2246,0.371406744
PRKG1,-0.3301,0.435215615
CSTF2T,0.1151,0.235524973
LOC100506939,0.4484,0.648203693
DKK1,-0.01693,0.015742798
PCDH15,0.1166,0.129128105
ZWINT,-0.2996,0.370080964
IPMK,0.1764,0.419645339
CISD1,0.1669,0.358724243
UBE2D1,0.2595,0.478861916
TFAM,0.2184,0.626536278
BICC1,-0.5382,0.84375381
LOC728640,0.013,0.015067834
FAM13C,0.3189,0.945386945
SLC16A9,-0.278,0.449527043
CCDC6,-0.2445,0.516127546
RHOBTB1,-0.08201,0.1035289
TMEM26,-0.4144,0.53670439
C10orf107,0.03339,0.030910397
ARID5B,-0.005119,0.005418919
ZNF365,0.144,0.163232953
ADO,-0.01855,0.04628862
EGR2,-0.4953,0.687611051
NRBF2,-0.01858,0.031283623
JMJD1C,-0.08733,0.189767482
LOC84989,-0.03688,0.037157319
DNAJC12,0.3266,0.677780705
SIRT1,-0.03902,0.074636333
HERC4,-0.1653,0.474436942
PBLD,-0.2574,0.510604078
HNRNPH3,0.003398,0.005814872
RUFY2,0.1596,0.515415471
DNA2,0.03091,0.035976207
SLC25A16,-0.06037,0.075669015
TET1,-0.1305,0.212397854
CCAR1,-0.1274,0.157203605
SNORD98,-0.2396,0.285000033
STOX1,0.09653,0.106959888
DDX50,-0.1659,0.337998121
DDX21,-0.06774,0.155460698
KIAA1279,0.1767,0.930331903
VPS26A,0.01591,0.031283623
SUPV3L1,0.0727,0.207188229
HKDC1,0.2549,0.31452698
HK1,0.1253,0.282079974
TSPAN15,-0.2541,0.49241396
NEUROG3,0.1347,0.13768969
C10orf35,0.1856,0.279675283
H2AFY2,0.05343,0.104522204
AIFM2,-0.01756,0.029932203
TYSND1,-0.0569,0.069866354
SAR1A,-0.07296,0.276298106
PPA1,0.0443,0.057000407
LRRC20,0.07977,0.37923951
EIF4EBP2,0.01809,0.054629906
NODAL,0.2742,0.314706219
KIAA1274,0.3921,0.729787145
SGPL1,-0.1882,0.76853041
PCBD1,0.0216,0.040243327
LOC728978,-0.1935,0.20809892
SLC29A3,-0.01991,0.026595026
CDH23,0.3257,0.452717692
C10orf54,-0.06934,0.066107964
PSAP,0.02579,0.05389177
CHST3,-0.1269,0.187353984
SPOCK2,0.2581,0.354381262
ASCC1,0.1292,0.48704892
DDIT4,-0.4872,0.844663963
DNAJB12,0.09142,0.170246081
MICU1,0.1324,0.819300799
MCU,-0.134,0.507798549
NUDT13,-0.1587,0.25111456
ECD,-0.005997,0.011708658
FAM149B1,-0.04445,0.17685194
DNAJC9,0.08071,0.163865851
C10orf103,0.1052,0.133535434
MRPS16,0.06256,0.094312032
TTC18,0.364,0.66735959
ANXA7,-0.1732,0.259558355
MSS51,0.08258,0.079928876
PPP3CB,0.2211,0.856360765
USP54,0.2456,0.37934352
MYOZ1,0.2584,0.35398859
SYNPO2L,0.5837,0.928117993
AGAP5,-0.1994,0.236347429
BMS1P4,-0.02502,0.029095502
SEC24C,0.06069,0.097235856
FUT11,0.04002,0.059682778
KIAA0913,-0.02872,0.039814723
LOC100507331,0.06714,0.064089864
NDST2,0.02584,0.060380921
CAMK2G,0.2256,0.497436331
AP3M1,-0.03529,0.091461368
ADK,-0.1337,0.284581677
KAT6B,0.1124,0.329383114
DUSP13,0.1035,0.108295324
SAMD8,0.00164,0.005814872
VDAC2,-0.03118,0.040767751
COMTD1,0.3246,0.506263198
ZNF503,-0.07475,0.096421706
ZNF503-AS2,0.08429,0.104080455
C10orf11,-0.2808,0.333762904
KCNMA1,-0.1557,0.175743962
DLG5,-0.03122,0.077326432
LOC100128292,0.1305,0.15832775
RPS24,-0.2132,0.515557792
LOC100132987,0.08925,0.087352894
LOC283050,0.5531,0.869666232
ZMIZ1,0.1715,0.577902837
PPIF,-0.04465,0.084547398
EIF5AL1,-0.004927,0.009217308
SFTPA2,-0.1676,0.17450897
LOC650623,0.2572,0.372429336
LOC642361,0.0103,0.02264227
SFTPD,-0.0971,0.095500845
LOC219347,-0.03608,0.03461013
FAM213A,0.02337,0.042057665
MAT1A,0.05903,0.055369298
DYDC2,0.4158,0.547140664
C10orf58,-0.09228,0.29817307
TSPAN14,0.136,0.425274416
SH2D4B,-0.03483,0.039291448
NRG3,0.3358,0.534617149
CDHR1,0.1732,0.217670731
LRIT2,0.5036,0.709520187
LOC170425,-0.008444,0.008508111
FAM190B,-0.1138,0.251501873
GRID1,0.1047,0.168898435
LDB3,-0.1013,0.106848787
BMPR1A,-0.1518,0.322758154
MMRN2,0.1138,0.113622093
SNCG,-0.06542,0.062331686
C10orf116,-0.133,0.137391636
AGAP11,-0.05721,0.060231225
GLUD1,0.01731,0.04272802
FAM35A,-0.2648,0.687611051
FAM22A,-0.4042,0.583026827
LOC728190,-0.2216,0.247567391
LOC439994,-0.07546,0.07191154
FAM22D,-0.1424,0.147581007
MINPP1,0.06997,0.147154182
ATAD1,0.06098,0.089375595
CFL1P1,0.251,0.44708855
KLLN,-0.05181,0.050366076
PTEN,0.01806,0.03498655
RNLS,0.2402,0.298950369
STAMBPL1,0.2894,0.498666821
FAS,-0.3279,0.457174573
CH25H,-0.347,0.64054398
LIPA,-0.08023,0.170310359
IFIT2,-0.1322,0.143452355
IFIT3,-0.3981,0.779368981
IFIT1,0.3376,0.495801081
IFIT5,0.2518,0.432973634
SLC16A12,0.3313,0.399789694
PANK1,-0.01176,0.014259259
FLJ37201,0.1201,0.187688391
KIF20B,-0.3199,0.558933593
LOC643529,-0.235,0.267123959
HTR7,0.07201,0.068440433
RPP30,-0.03336,0.072373038
PCGF5,-0.1683,0.27433334
HECTD2,0.01484,0.027843464
PPP1R3C,0.1965,0.311758204
TNKS2,0.0845,0.428058365
BTAF1,-0.1596,0.214100972
CPEB3,0.4077,0.960585881
Mar-05,0.05621,0.21013737
MARK2P9,-0.279,0.328827157
IDE,-0.2883,0.939679971
KIF11,-0.502,0.957818405
EXOC6,-0.09114,0.254925208
CYP26C1,0.0104,0.009306039
CYP26A1,0.06984,0.07592757
RBP4,-0.4786,0.653451441
PDE6C,-0.1038,0.11673614
FRA10AC1,0.06464,0.107126593
SLC35G1,-0.1382,0.144844423
PIPSL,-0.04059,0.084389137
NOC3L,-0.09412,0.222355722
TBC1D12,0.004549,0.010728208
HELLS,-0.2153,0.27335428
CYP2C8,0.2374,0.264800452
PDLIM1,-0.006838,0.006828395
SORBS1,-0.06656,0.122053048
ALDH18A1,-0.09476,0.210278306
TCTN3,-0.004029,0.006167133
ENTPD1,0.08344,0.181774106
LOC728558,-0.3817,0.513144645
C10orf131,-0.3543,0.458795309
CCNJ,-0.03104,0.045998832
ZNF518A,0.009837,0.016013078
TM9SF3,-0.02964,0.077326432
PIK3AP1,-0.05246,0.050609993
LCOR,0.1752,0.238899461
C10orf12,0.2604,0.539703673
SLIT1,0.2685,0.359021943
ARHGAP19-SLIT1,0.246,0.282495925
ARHGAP19,-0.3285,0.617982957
FRAT2,0.2964,0.57626275
RRP12,0.102,0.333388432
PGAM1,-0.004452,0.005506877
EXOSC1,-0.178,0.394048842
ZDHHC16,0.03859,0.046433586
MMS19,-0.178,0.464326197
UBTD1,-0.155,0.355462942
PI4K2A,-0.1398,0.445874418
AVPI1,-0.04606,0.063134541
ZFYVE27,0.2442,0.583026827
SFRP5,-0.631,0.968591536
GOLGA7B,0.309,0.447575154
CRTAC1,0.2294,0.255628773
C10orf28,-0.03944,0.083704005
PYROXD2,-0.1017,0.103143227
HPS1,-0.2304,0.478861916
CNNM1,0.09644,0.123551213
GOT1,-0.1097,0.208660296
ENTPD7,-0.05904,0.10067205
COX15,-0.1039,0.376957566
CUTC,0.07569,0.271808601
ABCC2,-0.1786,0.193345276
DNMBP,-0.3059,0.868060705
ERLIN1,-0.2139,0.541664374
CHUK,-0.1562,0.43794517
CWF19L1,-0.002507,0.004935466
SNORA12,-0.0768,0.073297506
BLOC1S2,0.1043,0.299469343
SCD,-0.3025,0.732828272
LINC00263,-0.0535,0.069815348
WNT8B,-0.4613,0.635449005
SEC31B,-0.1667,0.174768677
NDUFB8,-0.08858,0.193820026
HIF1AN,0.009456,0.011307297
PAX2,0.4744,0.86774031
FAM178A,-0.09645,0.168770306
SEMA4G,0.08968,0.142366015
MRPL43,-0.08424,0.195519811
LZTS2,-0.2623,0.686765708
PDZD7,0.186,0.241163775
SFXN3,0.3071,0.884722409
LBX1,0.1626,0.169732199
FLJ41350,0.1946,0.20809892
BTRC,0.1377,0.330404219
POLL,-0.1994,0.738261453
DPCD,-0.004412,0.004189368
FBXW4,-0.2344,0.370998381
MGEA5,0.07072,0.098323769
LOC100289509,0.0615,0.061680457
KCNIP2,-0.0322,0.044504671
C10orf76,-0.09979,0.165452142
HPS6,0.05015,0.047255976
LDB1,0.04117,0.116225039
PPRC1,0.01324,0.039338993
ELOVL3,-0.05955,0.055862927
GBF1,0.09095,0.18809002
NFKB2,-0.3602,0.779368981
FBXL15,0.2224,0.793984123
CUEDC2,0.02978,0.077585976
C10orf95,0.4036,0.582030358
ACTR1A,0.08779,0.234480457
SUFU,-0.0446,0.059832286
TRIM8,0.04848,0.075513956
ARL3,0.1646,0.604498876
C10orf26,-0.06514,0.10380459
